Question,Category,SubCategory
Slovakia Slovakian Norway Norwegian,Syntactic,: gram6-nationality-adjective
Slovakia Slovakian Peru Peruvian,Syntactic,: gram6-nationality-adjective
Slovakia Slovakian Poland Polish,Syntactic,: gram6-nationality-adjective
Slovakia Slovakian Portugal Portuguese,Syntactic,: gram6-nationality-adjective
Spain Spanish Sweden Swedish,Syntactic,: gram6-nationality-adjective
Spain Spanish Switzerland Swiss,Syntactic,: gram6-nationality-adjective
Spain Spanish Thailand Thai,Syntactic,: gram6-nationality-adjective
Spain Spanish Ukraine Ukrainian,Syntactic,: gram6-nationality-adjective
Spain Spanish Albania Albanian,Syntactic,: gram6-nationality-adjective
Spain Spanish Argentina Argentinean,Syntactic,: gram6-nationality-adjective
Spain Spanish Australia Australian,Syntactic,: gram6-nationality-adjective
Spain Spanish Austria Austrian,Syntactic,: gram6-nationality-adjective
Spain Spanish Belarus Belorussian,Syntactic,: gram6-nationality-adjective
Spain Spanish Brazil Brazilian,Syntactic,: gram6-nationality-adjective
Spain Spanish Bulgaria Bulgarian,Syntactic,: gram6-nationality-adjective
Spain Spanish Cambodia Cambodian,Syntactic,: gram6-nationality-adjective
Spain Spanish Chile Chilean,Syntactic,: gram6-nationality-adjective
Spain Spanish China Chinese,Syntactic,: gram6-nationality-adjective
Spain Spanish Colombia Colombian,Syntactic,: gram6-nationality-adjective
Spain Spanish Croatia Croatian,Syntactic,: gram6-nationality-adjective
Spain Spanish Denmark Danish,Syntactic,: gram6-nationality-adjective
Spain Spanish Egypt Egyptian,Syntactic,: gram6-nationality-adjective
Spain Spanish England English,Syntactic,: gram6-nationality-adjective
Spain Spanish France French,Syntactic,: gram6-nationality-adjective
Spain Spanish Germany German,Syntactic,: gram6-nationality-adjective
Spain Spanish Greece Greek,Syntactic,: gram6-nationality-adjective
Spain Spanish Iceland Icelandic,Syntactic,: gram6-nationality-adjective
Spain Spanish India Indian,Syntactic,: gram6-nationality-adjective
Spain Spanish Ireland Irish,Syntactic,: gram6-nationality-adjective
Spain Spanish Israel Israeli,Syntactic,: gram6-nationality-adjective
Spain Spanish Italy Italian,Syntactic,: gram6-nationality-adjective
Spain Spanish Japan Japanese,Syntactic,: gram6-nationality-adjective
Spain Spanish Korea Korean,Syntactic,: gram6-nationality-adjective
Spain Spanish Macedonia Macedonian,Syntactic,: gram6-nationality-adjective
Spain Spanish Malta Maltese,Syntactic,: gram6-nationality-adjective
Spain Spanish Mexico Mexican,Syntactic,: gram6-nationality-adjective
Spain Spanish Moldova Moldovan,Syntactic,: gram6-nationality-adjective
Spain Spanish Netherlands Dutch,Syntactic,: gram6-nationality-adjective
Spain Spanish Norway Norwegian,Syntactic,: gram6-nationality-adjective
Spain Spanish Peru Peruvian,Syntactic,: gram6-nationality-adjective
Spain Spanish Poland Polish,Syntactic,: gram6-nationality-adjective
Spain Spanish Portugal Portuguese,Syntactic,: gram6-nationality-adjective
Spain Spanish Russia Russian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Switzerland Swiss,Syntactic,: gram6-nationality-adjective
Sweden Swedish Thailand Thai,Syntactic,: gram6-nationality-adjective
Sweden Swedish Ukraine Ukrainian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Albania Albanian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Argentina Argentinean,Syntactic,: gram6-nationality-adjective
Sweden Swedish Australia Australian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Austria Austrian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Belarus Belorussian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Brazil Brazilian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Bulgaria Bulgarian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Cambodia Cambodian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Chile Chilean,Syntactic,: gram6-nationality-adjective
Sweden Swedish China Chinese,Syntactic,: gram6-nationality-adjective
Sweden Swedish Colombia Colombian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Croatia Croatian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Denmark Danish,Syntactic,: gram6-nationality-adjective
Sweden Swedish Egypt Egyptian,Syntactic,: gram6-nationality-adjective
Sweden Swedish England English,Syntactic,: gram6-nationality-adjective
Sweden Swedish France French,Syntactic,: gram6-nationality-adjective
Sweden Swedish Germany German,Syntactic,: gram6-nationality-adjective
Sweden Swedish Greece Greek,Syntactic,: gram6-nationality-adjective
Sweden Swedish Iceland Icelandic,Syntactic,: gram6-nationality-adjective
Sweden Swedish India Indian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Ireland Irish,Syntactic,: gram6-nationality-adjective
Sweden Swedish Israel Israeli,Syntactic,: gram6-nationality-adjective
Sweden Swedish Italy Italian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Japan Japanese,Syntactic,: gram6-nationality-adjective
Sweden Swedish Korea Korean,Syntactic,: gram6-nationality-adjective
Sweden Swedish Macedonia Macedonian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Malta Maltese,Syntactic,: gram6-nationality-adjective
Sweden Swedish Mexico Mexican,Syntactic,: gram6-nationality-adjective
Sweden Swedish Moldova Moldovan,Syntactic,: gram6-nationality-adjective
Sweden Swedish Netherlands Dutch,Syntactic,: gram6-nationality-adjective
Sweden Swedish Norway Norwegian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Peru Peruvian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Poland Polish,Syntactic,: gram6-nationality-adjective
Sweden Swedish Portugal Portuguese,Syntactic,: gram6-nationality-adjective
Sweden Swedish Russia Russian,Syntactic,: gram6-nationality-adjective
Sweden Swedish Slovakia Slovakian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Thailand Thai,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Ukraine Ukrainian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Albania Albanian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Argentina Argentinean,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Australia Australian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Austria Austrian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Belarus Belorussian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Brazil Brazilian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Bulgaria Bulgarian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Cambodia Cambodian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Chile Chilean,Syntactic,: gram6-nationality-adjective
Switzerland Swiss China Chinese,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Colombia Colombian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Croatia Croatian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Denmark Danish,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Egypt Egyptian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss England English,Syntactic,: gram6-nationality-adjective
Switzerland Swiss France French,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Germany German,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Greece Greek,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Iceland Icelandic,Syntactic,: gram6-nationality-adjective
Switzerland Swiss India Indian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Ireland Irish,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Israel Israeli,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Italy Italian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Japan Japanese,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Korea Korean,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Macedonia Macedonian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Malta Maltese,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Mexico Mexican,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Moldova Moldovan,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Netherlands Dutch,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Norway Norwegian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Peru Peruvian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Poland Polish,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Portugal Portuguese,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Russia Russian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Slovakia Slovakian,Syntactic,: gram6-nationality-adjective
Switzerland Swiss Spain Spanish,Syntactic,: gram6-nationality-adjective
Thailand Thai Ukraine Ukrainian,Syntactic,: gram6-nationality-adjective
Thailand Thai Albania Albanian,Syntactic,: gram6-nationality-adjective
Thailand Thai Argentina Argentinean,Syntactic,: gram6-nationality-adjective
Thailand Thai Australia Australian,Syntactic,: gram6-nationality-adjective
Thailand Thai Austria Austrian,Syntactic,: gram6-nationality-adjective
Thailand Thai Belarus Belorussian,Syntactic,: gram6-nationality-adjective
Thailand Thai Brazil Brazilian,Syntactic,: gram6-nationality-adjective
Thailand Thai Bulgaria Bulgarian,Syntactic,: gram6-nationality-adjective
Thailand Thai Cambodia Cambodian,Syntactic,: gram6-nationality-adjective
Thailand Thai Chile Chilean,Syntactic,: gram6-nationality-adjective
Thailand Thai China Chinese,Syntactic,: gram6-nationality-adjective
Thailand Thai Colombia Colombian,Syntactic,: gram6-nationality-adjective
Thailand Thai Croatia Croatian,Syntactic,: gram6-nationality-adjective
Thailand Thai Denmark Danish,Syntactic,: gram6-nationality-adjective
Thailand Thai Egypt Egyptian,Syntactic,: gram6-nationality-adjective
Thailand Thai England English,Syntactic,: gram6-nationality-adjective
Thailand Thai France French,Syntactic,: gram6-nationality-adjective
Thailand Thai Germany German,Syntactic,: gram6-nationality-adjective
Thailand Thai Greece Greek,Syntactic,: gram6-nationality-adjective
Thailand Thai Iceland Icelandic,Syntactic,: gram6-nationality-adjective
Thailand Thai India Indian,Syntactic,: gram6-nationality-adjective
Thailand Thai Ireland Irish,Syntactic,: gram6-nationality-adjective
Thailand Thai Israel Israeli,Syntactic,: gram6-nationality-adjective
Thailand Thai Italy Italian,Syntactic,: gram6-nationality-adjective
Thailand Thai Japan Japanese,Syntactic,: gram6-nationality-adjective
Thailand Thai Korea Korean,Syntactic,: gram6-nationality-adjective
Thailand Thai Macedonia Macedonian,Syntactic,: gram6-nationality-adjective
Thailand Thai Malta Maltese,Syntactic,: gram6-nationality-adjective
Thailand Thai Mexico Mexican,Syntactic,: gram6-nationality-adjective
Thailand Thai Moldova Moldovan,Syntactic,: gram6-nationality-adjective
Thailand Thai Netherlands Dutch,Syntactic,: gram6-nationality-adjective
Thailand Thai Norway Norwegian,Syntactic,: gram6-nationality-adjective
Thailand Thai Peru Peruvian,Syntactic,: gram6-nationality-adjective
Thailand Thai Poland Polish,Syntactic,: gram6-nationality-adjective
Thailand Thai Portugal Portuguese,Syntactic,: gram6-nationality-adjective
Thailand Thai Russia Russian,Syntactic,: gram6-nationality-adjective
Thailand Thai Slovakia Slovakian,Syntactic,: gram6-nationality-adjective
Thailand Thai Spain Spanish,Syntactic,: gram6-nationality-adjective
Thailand Thai Sweden Swedish,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Albania Albanian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Argentina Argentinean,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Australia Australian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Austria Austrian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Belarus Belorussian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Brazil Brazilian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Bulgaria Bulgarian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Cambodia Cambodian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Chile Chilean,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian China Chinese,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Colombia Colombian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Croatia Croatian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Denmark Danish,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Egypt Egyptian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian England English,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian France French,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Germany German,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Greece Greek,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Iceland Icelandic,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian India Indian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Ireland Irish,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Israel Israeli,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Italy Italian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Japan Japanese,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Korea Korean,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Macedonia Macedonian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Malta Maltese,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Mexico Mexican,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Moldova Moldovan,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Netherlands Dutch,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Norway Norwegian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Peru Peruvian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Poland Polish,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Portugal Portuguese,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Russia Russian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Slovakia Slovakian,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Spain Spanish,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Sweden Swedish,Syntactic,: gram6-nationality-adjective
Ukraine Ukrainian Switzerland Swiss,Syntactic,: gram6-nationality-adjective
dancing danced decreasing decreased,Syntactic,: gram7-past-tense
dancing danced describing described,Syntactic,: gram7-past-tense
dancing danced enhancing enhanced,Syntactic,: gram7-past-tense
dancing danced falling fell,Syntactic,: gram7-past-tense
dancing danced feeding fed,Syntactic,: gram7-past-tense
dancing danced flying flew,Syntactic,: gram7-past-tense
dancing danced generating generated,Syntactic,: gram7-past-tense
dancing danced going went,Syntactic,: gram7-past-tense
dancing danced hiding hid,Syntactic,: gram7-past-tense
dancing danced hitting hit,Syntactic,: gram7-past-tense
dancing danced implementing implemented,Syntactic,: gram7-past-tense
dancing danced increasing increased,Syntactic,: gram7-past-tense
dancing danced jumping jumped,Syntactic,: gram7-past-tense
dancing danced knowing knew,Syntactic,: gram7-past-tense
dancing danced listening listened,Syntactic,: gram7-past-tense
dancing danced looking looked,Syntactic,: gram7-past-tense
dancing danced moving moved,Syntactic,: gram7-past-tense
dancing danced paying paid,Syntactic,: gram7-past-tense
dancing danced playing played,Syntactic,: gram7-past-tense
dancing danced predicting predicted,Syntactic,: gram7-past-tense
dancing danced reading read,Syntactic,: gram7-past-tense
dancing danced running ran,Syntactic,: gram7-past-tense
dancing danced saying said,Syntactic,: gram7-past-tense
dancing danced screaming screamed,Syntactic,: gram7-past-tense
dancing danced seeing saw,Syntactic,: gram7-past-tense
dancing danced selling sold,Syntactic,: gram7-past-tense
dancing danced shrinking shrank,Syntactic,: gram7-past-tense
dancing danced singing sang,Syntactic,: gram7-past-tense
dancing danced sitting sat,Syntactic,: gram7-past-tense
dancing danced sleeping slept,Syntactic,: gram7-past-tense
dancing danced slowing slowed,Syntactic,: gram7-past-tense
dancing danced spending spent,Syntactic,: gram7-past-tense
dancing danced striking struck,Syntactic,: gram7-past-tense
dancing danced swimming swam,Syntactic,: gram7-past-tense
dancing danced taking took,Syntactic,: gram7-past-tense
dancing danced thinking thought,Syntactic,: gram7-past-tense
dancing danced vanishing vanished,Syntactic,: gram7-past-tense
dancing danced walking walked,Syntactic,: gram7-past-tense
dancing danced writing wrote,Syntactic,: gram7-past-tense
decreasing decreased describing described,Syntactic,: gram7-past-tense
decreasing decreased enhancing enhanced,Syntactic,: gram7-past-tense
decreasing decreased falling fell,Syntactic,: gram7-past-tense
decreasing decreased feeding fed,Syntactic,: gram7-past-tense
decreasing decreased flying flew,Syntactic,: gram7-past-tense
decreasing decreased generating generated,Syntactic,: gram7-past-tense
decreasing decreased going went,Syntactic,: gram7-past-tense
decreasing decreased hiding hid,Syntactic,: gram7-past-tense
decreasing decreased hitting hit,Syntactic,: gram7-past-tense
decreasing decreased implementing implemented,Syntactic,: gram7-past-tense
decreasing decreased increasing increased,Syntactic,: gram7-past-tense
decreasing decreased jumping jumped,Syntactic,: gram7-past-tense
decreasing decreased knowing knew,Syntactic,: gram7-past-tense
decreasing decreased listening listened,Syntactic,: gram7-past-tense
decreasing decreased looking looked,Syntactic,: gram7-past-tense
decreasing decreased moving moved,Syntactic,: gram7-past-tense
decreasing decreased paying paid,Syntactic,: gram7-past-tense
decreasing decreased playing played,Syntactic,: gram7-past-tense
decreasing decreased predicting predicted,Syntactic,: gram7-past-tense
decreasing decreased reading read,Syntactic,: gram7-past-tense
decreasing decreased running ran,Syntactic,: gram7-past-tense
decreasing decreased saying said,Syntactic,: gram7-past-tense
decreasing decreased screaming screamed,Syntactic,: gram7-past-tense
decreasing decreased seeing saw,Syntactic,: gram7-past-tense
decreasing decreased selling sold,Syntactic,: gram7-past-tense
decreasing decreased shrinking shrank,Syntactic,: gram7-past-tense
decreasing decreased singing sang,Syntactic,: gram7-past-tense
decreasing decreased sitting sat,Syntactic,: gram7-past-tense
decreasing decreased sleeping slept,Syntactic,: gram7-past-tense
decreasing decreased slowing slowed,Syntactic,: gram7-past-tense
decreasing decreased spending spent,Syntactic,: gram7-past-tense
decreasing decreased striking struck,Syntactic,: gram7-past-tense
decreasing decreased swimming swam,Syntactic,: gram7-past-tense
decreasing decreased taking took,Syntactic,: gram7-past-tense
decreasing decreased thinking thought,Syntactic,: gram7-past-tense
decreasing decreased vanishing vanished,Syntactic,: gram7-past-tense
decreasing decreased walking walked,Syntactic,: gram7-past-tense
decreasing decreased writing wrote,Syntactic,: gram7-past-tense
decreasing decreased dancing danced,Syntactic,: gram7-past-tense
describing described enhancing enhanced,Syntactic,: gram7-past-tense
describing described falling fell,Syntactic,: gram7-past-tense
describing described feeding fed,Syntactic,: gram7-past-tense
describing described flying flew,Syntactic,: gram7-past-tense
describing described generating generated,Syntactic,: gram7-past-tense
describing described going went,Syntactic,: gram7-past-tense
describing described hiding hid,Syntactic,: gram7-past-tense
describing described hitting hit,Syntactic,: gram7-past-tense
describing described implementing implemented,Syntactic,: gram7-past-tense
describing described increasing increased,Syntactic,: gram7-past-tense
describing described jumping jumped,Syntactic,: gram7-past-tense
describing described knowing knew,Syntactic,: gram7-past-tense
describing described listening listened,Syntactic,: gram7-past-tense
describing described looking looked,Syntactic,: gram7-past-tense
describing described moving moved,Syntactic,: gram7-past-tense
describing described paying paid,Syntactic,: gram7-past-tense
describing described playing played,Syntactic,: gram7-past-tense
describing described predicting predicted,Syntactic,: gram7-past-tense
describing described reading read,Syntactic,: gram7-past-tense
describing described running ran,Syntactic,: gram7-past-tense
describing described saying said,Syntactic,: gram7-past-tense
describing described screaming screamed,Syntactic,: gram7-past-tense
describing described seeing saw,Syntactic,: gram7-past-tense
describing described selling sold,Syntactic,: gram7-past-tense
describing described shrinking shrank,Syntactic,: gram7-past-tense
describing described singing sang,Syntactic,: gram7-past-tense
describing described sitting sat,Syntactic,: gram7-past-tense
describing described sleeping slept,Syntactic,: gram7-past-tense
describing described slowing slowed,Syntactic,: gram7-past-tense
describing described spending spent,Syntactic,: gram7-past-tense
describing described striking struck,Syntactic,: gram7-past-tense
describing described swimming swam,Syntactic,: gram7-past-tense
describing described taking took,Syntactic,: gram7-past-tense
describing described thinking thought,Syntactic,: gram7-past-tense
describing described vanishing vanished,Syntactic,: gram7-past-tense
describing described walking walked,Syntactic,: gram7-past-tense
describing described writing wrote,Syntactic,: gram7-past-tense
describing described dancing danced,Syntactic,: gram7-past-tense
describing described decreasing decreased,Syntactic,: gram7-past-tense
enhancing enhanced falling fell,Syntactic,: gram7-past-tense
enhancing enhanced feeding fed,Syntactic,: gram7-past-tense
enhancing enhanced flying flew,Syntactic,: gram7-past-tense
enhancing enhanced generating generated,Syntactic,: gram7-past-tense
enhancing enhanced going went,Syntactic,: gram7-past-tense
enhancing enhanced hiding hid,Syntactic,: gram7-past-tense
enhancing enhanced hitting hit,Syntactic,: gram7-past-tense
enhancing enhanced implementing implemented,Syntactic,: gram7-past-tense
enhancing enhanced increasing increased,Syntactic,: gram7-past-tense
enhancing enhanced jumping jumped,Syntactic,: gram7-past-tense
enhancing enhanced knowing knew,Syntactic,: gram7-past-tense
enhancing enhanced listening listened,Syntactic,: gram7-past-tense
enhancing enhanced looking looked,Syntactic,: gram7-past-tense
enhancing enhanced moving moved,Syntactic,: gram7-past-tense
enhancing enhanced paying paid,Syntactic,: gram7-past-tense
enhancing enhanced playing played,Syntactic,: gram7-past-tense
enhancing enhanced predicting predicted,Syntactic,: gram7-past-tense
enhancing enhanced reading read,Syntactic,: gram7-past-tense
enhancing enhanced running ran,Syntactic,: gram7-past-tense
enhancing enhanced saying said,Syntactic,: gram7-past-tense
enhancing enhanced screaming screamed,Syntactic,: gram7-past-tense
enhancing enhanced seeing saw,Syntactic,: gram7-past-tense
enhancing enhanced selling sold,Syntactic,: gram7-past-tense
enhancing enhanced shrinking shrank,Syntactic,: gram7-past-tense
enhancing enhanced singing sang,Syntactic,: gram7-past-tense
enhancing enhanced sitting sat,Syntactic,: gram7-past-tense
enhancing enhanced sleeping slept,Syntactic,: gram7-past-tense
enhancing enhanced slowing slowed,Syntactic,: gram7-past-tense
enhancing enhanced spending spent,Syntactic,: gram7-past-tense
enhancing enhanced striking struck,Syntactic,: gram7-past-tense
enhancing enhanced swimming swam,Syntactic,: gram7-past-tense
enhancing enhanced taking took,Syntactic,: gram7-past-tense
enhancing enhanced thinking thought,Syntactic,: gram7-past-tense
enhancing enhanced vanishing vanished,Syntactic,: gram7-past-tense
enhancing enhanced walking walked,Syntactic,: gram7-past-tense
enhancing enhanced writing wrote,Syntactic,: gram7-past-tense
enhancing enhanced dancing danced,Syntactic,: gram7-past-tense
enhancing enhanced decreasing decreased,Syntactic,: gram7-past-tense
enhancing enhanced describing described,Syntactic,: gram7-past-tense
falling fell feeding fed,Syntactic,: gram7-past-tense
falling fell flying flew,Syntactic,: gram7-past-tense
falling fell generating generated,Syntactic,: gram7-past-tense
falling fell going went,Syntactic,: gram7-past-tense
falling fell hiding hid,Syntactic,: gram7-past-tense
falling fell hitting hit,Syntactic,: gram7-past-tense
falling fell implementing implemented,Syntactic,: gram7-past-tense
falling fell increasing increased,Syntactic,: gram7-past-tense
falling fell jumping jumped,Syntactic,: gram7-past-tense
falling fell knowing knew,Syntactic,: gram7-past-tense
falling fell listening listened,Syntactic,: gram7-past-tense
falling fell looking looked,Syntactic,: gram7-past-tense
falling fell moving moved,Syntactic,: gram7-past-tense
falling fell paying paid,Syntactic,: gram7-past-tense
falling fell playing played,Syntactic,: gram7-past-tense
falling fell predicting predicted,Syntactic,: gram7-past-tense
falling fell reading read,Syntactic,: gram7-past-tense
falling fell running ran,Syntactic,: gram7-past-tense
falling fell saying said,Syntactic,: gram7-past-tense
falling fell screaming screamed,Syntactic,: gram7-past-tense
falling fell seeing saw,Syntactic,: gram7-past-tense
falling fell selling sold,Syntactic,: gram7-past-tense
falling fell shrinking shrank,Syntactic,: gram7-past-tense
falling fell singing sang,Syntactic,: gram7-past-tense
falling fell sitting sat,Syntactic,: gram7-past-tense
falling fell sleeping slept,Syntactic,: gram7-past-tense
falling fell slowing slowed,Syntactic,: gram7-past-tense
falling fell spending spent,Syntactic,: gram7-past-tense
falling fell striking struck,Syntactic,: gram7-past-tense
falling fell swimming swam,Syntactic,: gram7-past-tense
falling fell taking took,Syntactic,: gram7-past-tense
falling fell thinking thought,Syntactic,: gram7-past-tense
falling fell vanishing vanished,Syntactic,: gram7-past-tense
falling fell walking walked,Syntactic,: gram7-past-tense
falling fell writing wrote,Syntactic,: gram7-past-tense
falling fell dancing danced,Syntactic,: gram7-past-tense
falling fell decreasing decreased,Syntactic,: gram7-past-tense
falling fell describing described,Syntactic,: gram7-past-tense
falling fell enhancing enhanced,Syntactic,: gram7-past-tense
feeding fed flying flew,Syntactic,: gram7-past-tense
feeding fed generating generated,Syntactic,: gram7-past-tense
feeding fed going went,Syntactic,: gram7-past-tense
feeding fed hiding hid,Syntactic,: gram7-past-tense
feeding fed hitting hit,Syntactic,: gram7-past-tense
feeding fed implementing implemented,Syntactic,: gram7-past-tense
feeding fed increasing increased,Syntactic,: gram7-past-tense
feeding fed jumping jumped,Syntactic,: gram7-past-tense
feeding fed knowing knew,Syntactic,: gram7-past-tense
feeding fed listening listened,Syntactic,: gram7-past-tense
feeding fed looking looked,Syntactic,: gram7-past-tense
feeding fed moving moved,Syntactic,: gram7-past-tense
feeding fed paying paid,Syntactic,: gram7-past-tense
feeding fed playing played,Syntactic,: gram7-past-tense
feeding fed predicting predicted,Syntactic,: gram7-past-tense
feeding fed reading read,Syntactic,: gram7-past-tense
feeding fed running ran,Syntactic,: gram7-past-tense
feeding fed saying said,Syntactic,: gram7-past-tense
feeding fed screaming screamed,Syntactic,: gram7-past-tense
feeding fed seeing saw,Syntactic,: gram7-past-tense
feeding fed selling sold,Syntactic,: gram7-past-tense
feeding fed shrinking shrank,Syntactic,: gram7-past-tense
feeding fed singing sang,Syntactic,: gram7-past-tense
feeding fed sitting sat,Syntactic,: gram7-past-tense
feeding fed sleeping slept,Syntactic,: gram7-past-tense
feeding fed slowing slowed,Syntactic,: gram7-past-tense
feeding fed spending spent,Syntactic,: gram7-past-tense
feeding fed striking struck,Syntactic,: gram7-past-tense
feeding fed swimming swam,Syntactic,: gram7-past-tense
feeding fed taking took,Syntactic,: gram7-past-tense
feeding fed thinking thought,Syntactic,: gram7-past-tense
feeding fed vanishing vanished,Syntactic,: gram7-past-tense
feeding fed walking walked,Syntactic,: gram7-past-tense
feeding fed writing wrote,Syntactic,: gram7-past-tense
feeding fed dancing danced,Syntactic,: gram7-past-tense
feeding fed decreasing decreased,Syntactic,: gram7-past-tense
feeding fed describing described,Syntactic,: gram7-past-tense
feeding fed enhancing enhanced,Syntactic,: gram7-past-tense
feeding fed falling fell,Syntactic,: gram7-past-tense
flying flew generating generated,Syntactic,: gram7-past-tense
flying flew going went,Syntactic,: gram7-past-tense
flying flew hiding hid,Syntactic,: gram7-past-tense
flying flew hitting hit,Syntactic,: gram7-past-tense
flying flew implementing implemented,Syntactic,: gram7-past-tense
flying flew increasing increased,Syntactic,: gram7-past-tense
flying flew jumping jumped,Syntactic,: gram7-past-tense
flying flew knowing knew,Syntactic,: gram7-past-tense
flying flew listening listened,Syntactic,: gram7-past-tense
flying flew looking looked,Syntactic,: gram7-past-tense
flying flew moving moved,Syntactic,: gram7-past-tense
flying flew paying paid,Syntactic,: gram7-past-tense
flying flew playing played,Syntactic,: gram7-past-tense
flying flew predicting predicted,Syntactic,: gram7-past-tense
flying flew reading read,Syntactic,: gram7-past-tense
flying flew running ran,Syntactic,: gram7-past-tense
flying flew saying said,Syntactic,: gram7-past-tense
flying flew screaming screamed,Syntactic,: gram7-past-tense
flying flew seeing saw,Syntactic,: gram7-past-tense
flying flew selling sold,Syntactic,: gram7-past-tense
flying flew shrinking shrank,Syntactic,: gram7-past-tense
